"R","n","omega","onTop","density"
2.9299999999999997,7,0.005841703755277117,3.5374841039166816e-13,0.000014374824775651025
2.9299999999999997,8,0.0038233443006634154,9.651241107629791e-15,4.894462581251762e-6
2.9299999999999997,9,0.002638092180116395,2.945621114675329e-16,1.8031307366660263e-6
2.9299999999999997,10,0.0018965588221806899,9.84006279910844e-18,7.068090053427366e-7
2.94,2,0.5,1.8771171924407528e-6,0.002548567990483558
2.94,3,0.1,2.3674085287546517e-6,0.003607081705371885
2.94,4,0.03653726559926414,4.4305316867014124e-8,0.0007612651614266876
2.94,5,0.017346203222173808,7.452534008753817e-10,0.00017388596688550228
2.94,6,0.009578428015559567,1.4901532968822433e-11,0.000046776654352677505
2.94,7,0.005841703755277117,3.535058872371026e-13,0.00001438018202553333
2.94,8,0.0038233443006634154,9.64691001765437e-15,4.8961032634769525e-6
2.94,9,0.002638092180116395,2.9447089616636853e-16,1.8036608067400958e-6
2.94,10,0.0018965588221806899,9.8378720939254e-18,7.069901032875725e-7
2.9499999999999997,2,0.5,1.7697480497716007e-6,0.002482721329437378
2.9499999999999997,3,0.1,2.339684073930614e-6,0.0035954435915974844
2.9499999999999997,4,0.03653726559926414,4.41150325947804e-8,0.0007610243398931208
2.9499999999999997,5,0.017346203222173808,7.437321177505972e-10,0.00017393304676249327
2.9499999999999997,6,0.009578428015559567,1.4884728473058075e-11,0.00004679451339348465
2.9499999999999997,7,0.005841703755277117,3.5326270488838796e-13,0.000014385555642614322
2.9499999999999997,8,0.0038233443006634154,9.642566124547075e-15,4.89774930448859e-6
2.9499999999999997,9,0.002638092180116395,2.9437939847114563e-16,1.8041926584261921e-6
2.9499999999999997,10,0.0018965588221806899,9.835674414884865e-18,7.071718182844596e-7
2.96,2,0.5,1.6681866392171298e-6,0.0024183274745729153
2.96,3,0.1,2.312191807554501e-6,0.0035837835727222213
2.96,4,0.03653726559926414,4.3924923599827305e-8,0.0007607811024598767
2.96,5,0.017346203222173808,7.422087901959922e-10,0.00017398012803803188
2.96,6,0.009578428015559567,1.4867885963266053e-11,0.000046812416784289906
2.96,7,0.005841703755277117,3.5301886493508164e-13,0.000014390945607719229
2.96,8,0.0038233443006634154,9.638209447356566e-15,4.899400701891114e-6
2.96,9,0.002638092180116395,2.942876186626829e-16,1.8047262914651334e-6
2.96,10,0.0018965588221806899,9.833469766878768e-18,7.073541503313597e-7
2.9699999999999998,2,0.5,1.572139124516732e-6,0.002355361761702962
2.9699999999999998,3,0.1,2.2849311877307015e-6,0.00357210199478458
2.9699999999999998,4,0.03653726559926414,4.373499467165266e-8,0.0007605354391051046
2.9699999999999998,5,0.017346203222173808,7.406834435164478e-10,0.00017402720927740912
2.9699999999999998,6,0.009578428015559567,1.4851005611446914e-11,0.00004683036436516648
2.9699999999999998,7,0.005841703755277117,3.5277436897025387e-13,0.000014396351901609561
2.9699999999999998,8,0.0038233443006634154,9.633840005181551e-15,4.901057453280248e-6
2.9699999999999998,9,0.002638092180116395,2.941955570226043e-16,1.8052617055966873e-6
2.9699999999999998,10,0.0018965588221806899,9.831258154813811e-18,7.075370994261891e-7
2.98,2,0.5,1.4813253468686701e-6,0.002293799737286532
2.98,3,0.1,2.2579016513087174e-6,0.003560399205394229
2.98,4,0.03653726559926414,4.354525057120181e-8,0.0007602873398626232
2.98,5,0.017346203222173808,7.391561030069128e-10,0.00017407428904393554
2.98,6,0.009578428015559567,1.4834087589840958e-11,0.00004684835597574463
2.98,7,0.005841703755277117,3.525292185904705e-13,0.000014401774504983127
2.98,8,0.0038233443006634154,9.629457817170653e-15,4.902719556242992e-6
2.98,9,0.002638092180116395,2.9410321383333813e-16,1.8057989005595756e-6
2.98,10,0.0018965588221806899,9.829039583611437e-18,7.077206655668184e-7
2.9899999999999998,2,0.5,1.395478255066577e-6,0.002233617162614926
2.9899999999999998,3,0.1,2.2311026142233356e-6,0.0035486755537007253
2.9899999999999998,4,0.03653726559926414,4.335569603071341e-8,0.0007600367948224845
2.9899999999999998,5,0.017346203222173808,7.376267939517238e-10,0.00017412136589896717
2.9899999999999998,6,0.009578428015559567,1.481713207092534e-11,0.00004686639145521269
2.9899999999999998,7,0.005841703755277117,3.5228341539577564e-13,0.000014407213398474018
2.9899999999999998,8,0.0038233443006634154,9.625062902522255e-15,4.904387008357624e-6
2.9899999999999998,9,0.002638092180116395,2.940105893781153e-16,1.8063378760914668e-6
2.9899999999999998,10,0.0018965588221806899,9.826814058207825e-18,7.079048487510723e-7
3.,2,0.5,1.3143433557738149e-6,0.002174790017790561
3.,3,0.1,2.2045334718349147e-6,0.0035369313903620093
3.,4,0.03653726559926414,4.316633575356788e-8,0.0007597837941315383
3.,5,0.017346203222173808,7.360955416239255e-10,0.0001741684384019321
3.,6,0.009578428015559567,1.4800139227411156e-11,0.00004688447064231805
3.,7,0.005841703755277117,3.520369609896743e-13,0.000014412668562652678
3.,8,0.0038233443006634154,9.620655280484376e-15,4.906059807193689e-6
3.,9,0.002638092180116395,2.939176839409679e-16,1.8068786319289784e-6
3.,10,0.0018965588221806899,9.824581583553853e-18,7.080896489767289e-7
3.01,2,0.5,1.2376781834129463e-6,0.002117294505501292
3.01,3,0.1,2.178193599269756e-6,0.003525167067512696
3.01,4,0.03653726559926414,4.29771744141387e-8,0.0007595283279939885
3.01,5,0.017346203222173808,7.345623712845932e-10,0.0001742155051103569
3.01,6,0.009578428015559567,1.4783109232240526e-11,0.00004690259337536824
3.01,7,0.005841703755277117,3.5178985697911495e-13,0.0000144181399780259
3.01,8,0.0038233443006634154,9.616234970354522e-15,4.9077379503119955e-6
3.01,9,0.002638092180116395,2.938244978067278e-16,1.8074211678076727e-6
3.01,10,0.0018965588221806899,9.822342164615098e-18,7.082750662415192e-7
3.02,2,0.5,1.165251789150972e-6,0.0020611070545928614
3.02,3,0.1,2.1520823517604295e-6,0.0035133829387321795
3.02,4,0.03653726559926414,4.278821665764641e-8,0.0007592703866719521
3.02,5,0.017346203222173808,7.330273081821574e-10,0.00017426256457989307
3.02,6,0.009578428015559567,1.4766042258583672e-11,0.00004692075949223193
3.02,7,0.005841703755277117,3.5154210497447224e-13,0.000014423627625036827
3.02,8,0.0038233443006634154,9.611801991479547e-15,4.909421435264614e-6
3.02,9,0.002638092180116395,2.937310312610251e-16,1.8079654834620579e-6
3.02,10,0.0018965588221806899,9.820095806371802e-18,7.084611005431276e-7
3.03,2,0.5,1.0968442484653595e-6,0.0020062043234423403
3.03,3,0.1,2.1261990649860112e-6,0.003501579359012537
3.03,4,0.03653726559926414,4.259946710001545e-8,0.0007590099604860107
3.03,5,0.017346203222173808,7.314903775517307e-10,0.00017430961536434372
3.03,6,0.009578428015559567,1.474893847983603e-11,0.000046938968830339864
3.03,7,0.005841703755277117,3.512937065895293e-13,0.000014429131484065013
3.03,8,0.0038233443006634154,9.607356363255507e-15,4.911110259594862e-6
3.03,9,0.002638092180116395,2.9363728459028697e-16,1.8085115786255834e-6
3.03,10,0.0018965588221806899,9.817842513818871e-18,7.086477518791904e-7
3.04,2,0.5,1.0322461867804622e-6,0.0019525632031353701
3.04,3,0.1,2.1005430554121227e-6,0.0034897566847262636
3.04,4,0.03653726559926414,4.2410930327733676e-8,0.0007587470398157615
3.04,5,0.017346203222173808,7.29951604614435e-10,0.00017435665601568985
3.04,6,0.009578428015559567,1.4731798069615305e-11,0.00004695722122668611
3.04,7,0.005841703755277117,3.510446634414604e-13,0.000014434651535426406
3.04,8,0.0038233443006634154,9.602898105127533e-15,4.912804420837311e-6
3.04,9,0.002638092180116395,2.9354325808173575e-16,1.80905945303064e-6
3.04,10,0.0018965588221806899,9.815582291965835e-18,7.088350202472964e-7
3.05,2,0.5,9.712583226693652e-7,0.0019001608204502042
3.05,3,0.1,2.0751136206307186e-6,0.003477915273593819
3.05,4,0.03653726559926414,4.2222610897714696e-8,0.0007584816151003635
3.05,5,0.017346203222173808,7.284110145767328e-10,0.00017440368508411715
3.05,6,0.009578428015559567,1.4714621201758575e-11,0.00004697551651782888
3.05,7,0.005841703755277117,3.507949771508136e-13,0.000014440187759373388
3.05,8,0.0038233443006634154,9.598427236589674e-15,4.9145039165177696e-6
3.05,9,0.002638092180116395,2.9344895202338775e-16,1.809609106408558e-6
3.05,10,0.0018965588221806899,9.813315145836852e-18,7.090229056449854e-7
3.06,2,0.5,9.136910281217842e-7,0.0018489745406515083
3.06,3,0.1,2.0499100396995206e-6,0.003466055484651004
3.06,4,0.03653726559926414,4.2034513337162926e-8,0.0007582136768390822
3.06,5,0.017346203222173808,7.268686326297577e-10,0.0001744507011180427
3.06,6,0.009578428015559567,1.4697408050319353e-11,0.00004699385453989166
3.06,7,0.005841703755277117,3.5054464934149294e-13,0.000014445740136094795
3.06,8,0.0038233443006634154,9.59394377718476e-15,4.916208744153287e-6
3.06,9,0.002638092180116395,2.9335436670405175e-16,1.8101605384896056e-6
3.06,10,0.0018965588221806899,9.81104108047067e-18,7.092114080697486e-7
3.07,2,0.5,8.593639053849522e-7,0.001798981970097044
3.07,3,0.1,2.0249315734810494e-6,0.003454177678216181
3.07,4,0.03653726559926414,4.1846642143441525e-8,0.0007579432155918298
3.07,5,0.017346203222173808,7.253244839486496e-10,0.0001744977026641414
3.07,6,0.009578428015559567,1.4680158789564696e-11,0.00004701223512856426
3.07,7,0.005841703755277117,3.50293681640741e-13,0.000014451308645715932
3.07,8,0.0038233443006634154,9.58944774650427e-15,4.917918901252138e-6
3.07,9,0.002638092180116395,2.932595024133276e-16,1.810713749002985e-6
3.07,10,0.0018965588221806899,9.80876010092062e-18,7.094005275190284e-7
3.08,2,0.5,8.08105379890879e-7,0.0017501609586603024
3.08,3,0.1,2.0001774649811427e-6,0.003442282215857315
3.08,4,0.03653726559926414,4.16590017839429e-8,0.0007576702219797031
3.08,5,0.017346203222173808,7.237785936918903e-10,0.000174544688267373
3.08,6,0.009578428015559567,1.4662873593972256e-11,0.00004703065811910384
3.08,7,0.005841703755277117,3.5004207567912137e-13,0.000014456893268298585
3.08,8,0.0038233443006634154,9.584939164188169e-15,4.919634385313833e-6
3.08,9,0.002638092180116395,2.9316435944160453e-16,1.8112687376768354e-6
3.08,10,0.0018965588221806899,9.806472212254595e-18,7.09590263990217e-7
3.09,2,0.5,7.597523087904506e-7,0.0017024896019723359
3.09,3,0.1,1.975646939686922e-6,0.0034303694603588794
3.09,4,0.03653726559926414,4.1471596695962165e-8,0.0007573946866855179
3.09,5,0.017346203222173808,7.222309870006408e-10,0.00017459165647100858
3.09,6,0.009578428015559567,1.4645552638227387e-11,0.000047049123346335996
3.09,7,0.005841703755277117,3.497898330905009e-13,0.000014462493983841069
3.09,8,0.0038233443006634154,9.58041804992478e-15,4.921355193829092e-6
3.09,9,0.002638092180116395,2.9306893808005987e-16,1.8118255042382263e-6
3.09,10,0.0018965588221806899,9.804177419555031e-18,7.097806174806572e-7
3.0999999999999996,2,0.5,7.141496046219983e-7,0.0016559462434859696
3.0999999999999996,3,0.1,1.9513392059041074e-6,0.003418439775688602
3.0999999999999996,4,0.03653726559926414,4.128443128657325e-8,0.0007571166004543396
3.0999999999999996,5,0.017346203222173808,7.20681688998082e-10,0.00017463860581665744
3.0999999999999996,6,0.009578428015559567,1.4628196097220206e-11,0.00004706763064465576
3.0999999999999996,7,0.005841703755277117,3.4953695551203236e-13,0.000014468110772278228
3.0999999999999996,8,0.0038233443006634154,9.575884423450643e-15,4.9230813242798605e-6
3.0999999999999996,9,0.002638092180116395,2.9297323862065734e-16,1.8123840484131595e-6
3.0999999999999996,10,0.0018965588221806899,9.801875727918881e-18,7.099715879876413e-7
3.11,2,0.5,6.711498736496119e-7,0.0016105094763656982
3.11,3,0.1,1.9272534550936166e-6,0.0034064935269640705
3.11,4,0.03653726559926414,4.1097509932507784e-8,0.0007568359540940121
3.11,5,0.017346203222173808,7.191307247887562e-10,0.0001746855348442941
3.11,6,0.009578428015559567,1.4610804146042677e-11,0.000047086179848028684
3.11,7,0.005841703755277117,3.492834445841363e-13,0.000014473743613481446
3.11,8,0.0038233443006634154,9.57133830455036e-15,4.924812774139285e-6
3.11,9,0.002638092180116395,2.9287726135614596e-16,1.8129443699265653e-6
3.11,10,0.0018965588221806899,9.799567142457612e-18,7.101631755084104e-7
3.1199999999999997,2,0.5,6.306130684143223e-7,0.0015661581452065985
3.1199999999999997,3,0.1,1.9033888622073855e-6,0.003394531080419196
3.1199999999999997,4,0.03653726559926414,4.091083698003677e-8,0.0007565527384756807
3.1199999999999997,5,0.017346203222173808,7.175781194579109e-10,0.0001747324420922849
3.1199999999999997,6,0.009578428015559567,1.4593376959985703e-11,0.00004710477078999189
3.1199999999999997,7,0.005841703755277117,3.490293019504837e-13,0.000014479392487258709
3.1199999999999997,8,0.0038233443006634154,9.566779713056462e-15,4.926549540871722e-6
3.1199999999999997,9,0.002638092180116395,2.927810065800581e-16,1.8135064685023014e-6
3.1199999999999997,10,0.0018965588221806899,9.79725166829717e-18,7.103553800401551e-7
3.13,2,0.5,5.924061540493013e-7,0.0015228713475855765
3.13,3,0.1,1.8797445860233202e-6,0.0033825528033705576
3.13,4,0.03653726559926414,4.0724416744854994e-8,0.0007562669445343155
3.13,5,0.017346203222173808,7.160238980708454e-10,0.00017477932609741506
3.13,6,0.009578428015559567,1.4575914714536187e-11,0.00004712340330365517
3.13,7,0.005841703755277117,3.487745292579782e-13,0.00001448505737335458
3.13,8,0.0038233443006634154,9.562208668849251e-15,4.928291621932725e-6
3.13,9,0.002638092180116395,2.926844745867082e-16,1.814070343863151e-6
3.13,10,0.0018965588221806899,9.794929310577968e-18,7.105482015800141e-7
3.1399999999999997,2,0.5,5.564027879186247e-7,0.0014806284354483969
3.1399999999999997,3,0.1,1.8563197694793376e-6,0.0033705590641836067
3.1399999999999997,4,0.03653726559926414,4.053825351196821e-8,0.0007559785632692274
3.1399999999999997,5,0.017346203222173808,7.144680856722588e-10,0.0001748261853949156
3.1399999999999997,6,0.009578428015559567,1.4558417585374116e-11,0.00004714207722170203
3.1399999999999997,7,0.005841703755277117,3.485191281567385e-13,0.000014490738251450252
3.1399999999999997,8,0.0038233443006634154,9.557625191856678e-15,4.93003901476904e-6
3.1399999999999997,9,0.002638092180116395,2.925876656711914e-16,1.8146359957308221e-6
3.1399999999999997,10,0.0018965588221806899,9.792600074454872e-18,7.107416401250736e-7
3.15,2,0.5,5.22483012147518e-7,0.0014394090163358654
3.15,3,0.1,1.8331135400063928e-6,0.0033585502322387587
3.15,4,0.03653726559926414,4.035235153558298e-8,0.0007556875857445834
3.15,5,0.017346203222173808,7.129107072855996e-10,0.00017487301851849027
3.15,6,0.009578428015559567,1.4540885748369648e-11,0.000047160792376390734
3.15,7,0.005841703755277117,3.4826310030008006e-13,0.000014496435101163555
3.15,8,0.0038233443006634154,9.553029302054175e-15,4.931791716818602e-6
3.15,9,0.002638092180116395,2.924905801293818e-16,1.8152034238259446e-6
3.15,10,0.0018965588221806899,9.79026396509717e-18,7.109356956723687e-7
3.1599999999999997,2,0.5,4.905329586207442e-7,0.0013991929544526621
3.1599999999999997,3,0.1,1.810125009860462e-6,0.0033465266778973687
3.1599999999999997,4,0.03653726559926414,4.0166715038999445e-8,0.0007553940030899182
3.1599999999999997,5,0.017346203222173808,7.113517879124194e-10,0.00017491982400034262
3.1599999999999997,6,0.009578428015559567,1.4523319379580175e-11,0.000047179548599555435
3.1599999999999997,7,0.005841703755277117,3.4800644734449807e-13,0.000014502147902048987
3.1599999999999997,8,0.0038233443006634154,9.548421019464524e-15,4.93354972551053e-6
3.1599999999999997,9,0.002638092180116395,2.923932182579311e-16,1.8157726278680685e-6
3.1599999999999997,10,0.0018965588221806899,9.787920987688563e-18,7.111303682188804e-7
3.17,2,0.5,4.604445660344807e-7,0.001359960371582255
3.17,3,0.1,1.7873532764533851e-6,0.0033344887724675977
3.17,4,0.03653726559926414,3.998134821450664e-8,0.0007550978065006412
3.17,5,0.017346203222173808,7.097913525317262e-10,0.00017496660037120303
3.17,6,0.009578428015559567,1.4505718655247413e-11,0.000047198345722607224
3.17,7,0.005841703755277117,3.4774917094964893e-13,0.000014507876633597732
3.17,8,0.0038233443006634154,9.543800364157706e-15,4.935313038265116e-6
3.17,9,0.002638092180116395,2.9229558035426692e-16,1.8163436075756637e-6
3.17,10,0.0018965588221806899,9.785571147427141e-18,7.113256577615371e-7
3.1799999999999997,2,0.5,4.321153085959867e-7,0.0013216916478514355
3.1799999999999997,3,0.1,1.7647974226825296e-6,0.003322436888170182
3.1799999999999997,4,0.03653726559926414,3.979625522328072e-8,0.000754798987238541
3.1799999999999997,5,0.017346203222173808,7.082294260993421e-10,0.00017501334616035576
3.1799999999999997,6,0.009578428015559567,1.4488083751794477e-11,0.00004721718357653521
3.1799999999999997,7,0.005841703755277117,3.47491272778333e-13,0.000014513621275237676
3.1799999999999997,8,0.0038233443006634154,9.539167356250763e-15,4.937081652493827e-6
3.1799999999999997,9,0.002638092180116395,2.921976667165916e-16,1.8169163626661158e-6
3.1799999999999997,10,0.0018965588221806899,9.783214449525367e-18,7.115215642972139e-7
3.19,2,0.5,4.0544793597425803e-7,0.0012843674223479257
3.19,3,0.1,1.7424565172591772e-6,0.0033103713981040917
3.19,4,0.03653726559926414,3.961144019528575e-8,0.0007544975366322863
3.19,5,0.017346203222173808,7.066660335472619e-10,0.0001750600598956659
3.19,6,0.009578428015559567,1.4470414845822953e-11,0.00004723606199190761
3.19,7,0.005841703755277117,3.472327544964763e-13,0.000014519381806333441
3.19,8,0.0038233443006634154,9.53452201590764e-15,4.938855565599294e-6
3.19,9,0.002638092180116395,2.920994776438804e-16,1.817490892855727e-6
3.19,10,0.0018965588221806899,9.780850899210055e-18,7.117180878227314e-7
3.1999999999999997,2,0.5,3.803502241139934e-7,0.00124796859359465
3.1999999999999997,3,0.1,1.7203296150356229e-6,0.003298292676212118
3.1999999999999997,4,0.03653726559926414,3.942690722917746e-8,0.0007541934460779231
3.1999999999999997,5,0.017346203222173808,7.051011997830145e-10,0.00017510674010360689
3.1999999999999997,6,0.009578428015559567,1.4452712114109988e-11,0.00004725498079887283
3.1999999999999997,7,0.005841703755277117,3.469736177731129e-13,0.00001452515820618641
3.1999999999999997,8,0.0038233443006634154,9.529864363339052e-15,4.940634774975311e-6
3.1999999999999997,9,0.002638092180116395,2.9200101343588005e-16,1.818067197859713e-6
3.1999999999999997,10,0.0018965588221806899,9.77848050172235e-18,7.11915228334856e-7
3.21,2,0.5,3.5673473653417203e-7,0.001212476319884124
3.21,3,0.1,1.6984157573308564e-6,0.0032862010972463528
3.21,4,0.03653726559926414,3.924266039220946e-8,0.0007538867070393683
3.21,5,0.017346203222173808,7.035349496890262e-10,0.00017515338530928746
3.21,6,0.009578428015559567,1.4434975733605352e-11,0.000047273939827160614
3.21,7,0.005841703755277117,3.4671386428036683e-13,0.000014530950454034732
3.21,8,0.0038233443006634154,9.525194418802323e-15,4.942419278006825e-6
3.21,9,0.002638092180116395,2.919022743931072e-16,1.8186452773922009e-6
3.21,10,0.0018965588221806899,9.776103262317714e-18,7.121129858302993e-7
3.2199999999999998,2,0.5,3.3451859574176697e-7,0.0011778720194765778
3.2199999999999998,3,0.1,1.6767139722548413e-6,0.0032740970367336085
3.2199999999999998,4,0.03653726559926414,3.9058703720142416e-8,0.0007535773110489007
3.2199999999999998,5,0.017346203222173808,7.019673081219868e-10,0.00017519999403647871
3.2199999999999998,6,0.009578428015559567,1.4417205881428536e-11,0.00004729293890608306
3.2199999999999998,7,0.005841703755277117,3.4645349569343434e-13,0.000014536758529053355
3.2199999999999998,8,0.0038233443006634154,9.520512202601257e-15,4.944209072069929e-6
3.2199999999999998,9,0.002638092180116395,2.918032608168471e-16,1.8192251311662282e-6
3.2199999999999998,10,0.0018965588221806899,9.773719186265898e-18,7.123113603057174e-7
3.23,2,0.5,3.136232644001329e-7,0.0011441373706652744
3.23,3,0.1,1.6552232750312624e-6,0.0032619808709407495
3.23,4,0.03653726559926414,3.887504121715575e-8,0.0007532652497076461
3.23,5,0.017346203222173808,7.003982999122173e-10,0.00017524656480764168
3.23,6,0.009578428015559567,1.4399402734865816e-11,0.00004731197786453577
3.23,7,0.005841703755277117,3.4619251369056574e-13,0.000014542582410354066
3.23,8,0.0038233443006634154,9.515817735085974e-15,4.946004154531871e-6
3.23,9,0.002638092180116395,2.9170397300915184e-16,1.819806758893741e-6
3.23,10,0.0018965588221806899,9.771328278850928e-18,7.125103517577113e-7
3.2399999999999998,2,0.5,2.939743359008217e-7,0.0011112543117126447
3.2399999999999998,3,0.1,1.6339426683187429e-6,0.0032498529768399667
3.2399999999999998,4,0.03653726559926414,3.869167685576228e-8,0.0007529505146860623
3.2399999999999998,5,0.017346203222173808,6.988279498630404e-10,0.0001752930961439542
3.2399999999999998,6,0.009578428015559567,1.4381566471367335e-11,0.00004733105653099894
3.2399999999999998,7,0.005841703755277117,3.4593091995304756e-13,0.000014548422076985474
3.2399999999999998,8,0.0038233443006634154,9.511111036652777e-15,4.947804522751025e-6
3.2399999999999998,9,0.002638092180116395,2.9160441127283875e-16,1.8203901602855916e-6
3.2399999999999998,10,0.0018965588221806899,9.768930545371093e-18,7.12709960182825e-7
3.25,2,0.5,2.7550133399657817e-7,0.0010792050406606946
3.25,3,0.1,1.6128711425304245e-6,0.003237713732073976
3.25,4,0.03653726559926414,3.8508614576725285e-8,0.0007526330977244167
3.25,5,0.017346203222173808,6.972562827501532e-10,0.0001753395865653387
3.25,6,0.009578428015559567,1.4363697268544188e-11,0.00004735017473353849
3.25,7,0.005841703755277117,3.456687161651846e-13,0.000014554277507933083
3.25,8,0.0038233443006634154,9.50639212774399e-15,4.9496101740769045e-6
3.25,9,0.002638092180116395,2.9150457591148915e-16,1.8209753350515373e-6
3.25,10,0.0018965588221806899,9.766525991138903e-18,7.129101855775472e-7
3.26,2,0.5,2.5813752116241763e-7,0.0010479720150192886
3.26,3,0.1,1.592007676151901e-6,0.0032255635149211785
3.26,4,0.03653726559926414,3.832585828897858e-8,0.0007523129906332636
3.26,5,0.017346203222173808,6.95683323321003e-10,0.00017538603459048898
3.26,6,0.009578428015559567,1.4345795304165504e-11,0.00004736933229980714
3.26,7,0.005841703755277117,3.454059040142817e-13,0.000014560148682119272
3.26,8,0.0038233443006634154,9.501661028847826e-15,4.95142110585015e-6
3.26,9,0.002638092180116395,2.9140446722944664e-16,1.8215622829002394e-6
3.26,10,0.0018965588221806899,9.764114621481093e-18,7.131110279383088e-7
3.27,2,0.5,2.4181971536061374e-7,0.001017537951335774
3.27,3,0.1,1.5713512360574047e-6,0.0032134027042607506
3.27,4,0.03653726559926414,3.814341186954902e-8,0.000751990185293915
3.27,5,0.017346203222173808,6.94109096294163e-10,0.00017543243873689796
3.27,6,0.009578428015559567,1.4327860756155515e-11,0.000047388529057045536
3.27,7,0.005841703755277117,3.45142485190626e-13,0.000014566035578403355
3.27,8,0.0038233443006634154,9.496917760498227e-15,4.953237315402525e-6
3.27,9,0.002638092180116395,2.913040855318155e-16,1.8221510035392588e-6
3.27,10,0.0018965588221806899,9.761696441738595e-18,7.133124872614837e-7
3.28,2,0.5,2.2648811489443572e-7,0.0009878858246495
3.28,3,0.1,1.5509007778242389e-6,0.0032012316795377027
3.28,4,0.03653726559926414,3.796127916348189e-8,0.0007516646736589101
3.28,5,0.017346203222173808,6.925336263587147e-10,0.00017547879752088496
3.28,6,0.009578428015559567,1.430989380259065e-11,0.00004740776483208343
3.28,7,0.005841703755277117,3.4487846138746864e-13,0.00001457193817558157
3.28,8,0.0038233443006634154,9.49216234327472e-15,4.955058800056904e-6
3.28,9,0.002638092180116395,2.9120343112445925e-16,1.8227414966750578e-6
3.28,10,0.0018965588221806899,9.759271457266512e-18,7.135145635433886e-7
3.29,2,0.5,2.1208613104429896e-7,0.0009589988678346917
3.29,3,0.1,1.5306552460453615e-6,0.0031890508207278925
3.29,4,0.03653726559926414,3.777946398376885e-8,0.0007513364477524792
3.29,5,0.017346203222173808,6.909569381736275e-10,0.00017552510945762306
3.29,6,0.009578428015559567,1.4291894621696606e-11,0.000047427039451340664
3.29,7,0.005841703755277117,3.446138343010067e-13,0.000014577856452387137
3.29,8,0.0038233443006634154,9.487394797802268e-15,4.95688555712728e-6
3.29,9,0.002638092180116395,2.9110250431399904e-16,1.8233337620129959e-6
3.29,10,0.0018965588221806899,9.756839673434107e-18,7.137172567802808e-7
3.3,2,0.5,1.9856022818881612e-7,0.0009308605708351989
3.3,3,0.1,1.510613574640108e-6,0.0031768605083030083
3.3,4,0.03653726559926414,3.7597970111278696e-8,0.0007510054996710048
3.3,5,0.017346203222173808,6.893790563671455e-10,0.00017557137306116653
3.3,6,0.009578428015559567,1.4273863391845445e-11,0.00004744635274082847
3.3,7,0.005841703755277117,3.4434860563036523e-13,0.00001458379038749026
3.3,8,0.0038233443006634154,9.482615144751122e-15,4.958717583918744e-6
3.3,9,0.002638092180116395,2.910013054078122e-16,1.8239277992573277e-6
3.3,10,0.0018965588221806899,9.754401095624778e-18,7.139205669683604e-7
3.31,2,0.5,1.8585977112189507e-7,0.0009034546797945355
3.31,3,0.1,1.490774687162966e-6,0.0031646611231955137
3.31,4,0.03653726559926414,3.741680129469064e-8,0.0007506718215834798
3.31,5,0.017346203222173808,6.878000055361738e-10,0.0001756175868444784
3.31,6,0.009578428015559567,1.4255800291552668e-11,0.00004746570452615045
3.31,7,0.005841703755277117,3.4408277707757904e-13,0.000014589739959498155
3.31,8,0.0038233443006634154,9.477823404836672e-15,4.960554877727492e-6
3.31,9,0.002638092180116395,2.9089983471403046e-16,1.824523608111204e-6
3.31,10,0.0018965588221806899,9.751955729236039e-18,7.141244941037672e-7
3.32,2,0.5,1.7393687928565436e-7,0.0008767651960846932
3.32,3,0.1,1.471137497110391e-6,0.0031524530467635886
3.32,4,0.03653726559926414,3.7235961250430374e-8,0.000750335405731959
3.32,5,0.017346203222173808,6.862198102456685e-10,0.00017566374931945788
3.32,6,0.009578428015559567,1.4237705499474303e-11,0.0000474850946325038
3.32,7,0.005841703755277117,3.438163503475746e-13,0.000014595705146955087
3.32,8,0.0038233443006634154,9.473019598819293e-15,4.96239743584081e-6
3.32,9,0.002638092180116395,2.9079809254153857e-16,1.825121188276665e-6
3.32,10,0.0018965588221806899,9.749503579679502e-18,7.143290381825827e-7
3.33,2,0.5,1.6274628764736574e-7,0.0008507763752371045
3.33,3,0.1,1.4517009082255788e-6,0.0031402366607560335
3.33,4,0.03653726559926414,3.7055453662608714e-8,0.0007499962444320104
3.33,5,0.017346203222173808,6.846384950280284e-10,0.00017570985899696784
3.33,6,0.009578428015559567,1.4219579194403987e-11,0.00004750452288468042
3.33,7,0.005841703755277117,3.4354932714815175e-13,0.000014601685928342383
3.33,8,0.0038233443006634154,9.468203747504203e-15,4.9642452555370775e-6
3.33,9,0.002638092180116395,2.906960791999727e-16,1.825720539454645e-6
3.33,10,0.0018965588221806899,9.74704465238086e-18,7.145341992008279e-7
3.34,2,0.5,1.5224521395702886e-7,0.0008254727257791853
3.34,3,0.1,1.432463814801186e-6,0.0031280123472771796
3.34,4,0.03653726559926414,3.6875282182962976e-8,0.0007496543300731598
3.34,5,0.017346203222173808,6.830560843824905e-10,0.00017575591438686247
3.34,6,0.009578428015559567,1.4201421555270063e-11,0.00004752398910706804
3.34,7,0.005841703755277117,3.4328170918996575e-13,0.000014607682282078451
3.34,8,0.0038233443006634154,9.463375871741306e-15,4.96609833408575e-6
3.34,9,0.002638092180116395,2.9059379499971883e-16,1.8263216613449647e-6
3.34,10,0.0018965588221806899,9.744578952779856e-18,7.14739977154464e-7
3.3499999999999996,2,0.5,1.42393232130375e-7,0.0008008390079797788
3.3499999999999996,3,0.1,1.4134251019799184e-6,0.00311578048875178
