"R","n","onTop","density","density2","indicator"
0.46,3,0.00001278401943284665,0.005315327737554753,0.000028252708957618933,0.9049765423927019
0.46,4,8.20451033160205e-8,0.0007759721789099548,6.021328224422629e-7,0.2725149676552887
0.46,5,9.9849651946741e-10,0.00016543024871006984,2.7367167188275565e-8,0.07297039643147124
0.46,6,1.7513897375742415e-11,0.00004404992223518827,1.940395648926134e-9,0.018051882754359982
0.47000000000000003,2,0.008539324554638291,0.0826885118126102,0.006837389985784176,2.4978316499110504
0.47000000000000003,3,0.00001276026325679419,0.005313626577035615,0.000028234627400179225,0.9038733237693224
0.47000000000000003,4,8.198936496846886e-8,0.0007759815729933423,6.021474016252217e-7,0.2723232376231336
0.47000000000000003,5,9.981744171337471e-10,0.00016544155098335267,2.737090679177728e-8,0.07293689059900763
0.47000000000000003,6,1.7510777399417916e-11,0.00004405311876063504,1.940677272538615e-9,0.018046047786721316
0.48000000000000004,2,0.008458585091048416,0.08241196474675587,0.006791731933420532,2.4908477466331345
0.48000000000000004,3,0.00001273604177430128,0.005311887673974157,0.00002821615066091858,0.9027483534060953
0.48000000000000004,4,8.193246704337343e-8,0.000775991100876464,6.021621886394666e-7,0.2721275715716816
0.48000000000000004,5,9.978454951499018e-10,0.00016545309158216267,2.737472551409551e-8,0.07290268497020008
0.48000000000000004,6,1.7507590900686855e-11,0.00004405638359060129,1.9409649350822028e-9,0.018040089838042728
0.49,2,0.008376933466261241,0.08213032824348684,0.006745390817382893,2.4837503691183787
0.49,3,0.000012711357804451602,0.005310110958022523,0.00002819727838651088,0.9016017524962628
0.49,4,8.187441200796936e-8,0.0007760007582422791,6.021771767925921e-7,0.2719279812099865
0.49,5,9.975097603267793e-10,0.00016546487020514667,2.7378623272006035e-8,0.07286778085344477
0.49,6,1.7504337916069603e-11,0.00004405971669715578,1.9412586354336277e-9,0.01803400906665853
0.5,2,0.008294410985227634,0.08184364792028576,0.006698382704899695,2.476541383388108
0.5,3,0.000012686214216365404,0.005308296357724459,0.000028178010221430758,0.9004336442973475
0.5,4,8.181520237847658e-8,0.00077601054068681,6.021923592570353e-7,0.27172447846869874
0.5,5,9.971672196148056e-10,0.00016547688654469374,2.738259998052544e-8,0.07283217958294631
0.5,6,1.7501018482843932e-11,0.0000440631180517817,1.9415583724452506e-9,0.018027805634092453
0.51,2,0.008211059070008226,0.08155197029719913,0.006650723859355249,2.469222672193232
0.51,3,0.000012660613928643895,0.005306443800537761,0.00002815834580826564,0.899244154102794
0.51,4,8.175484071991803e-8,0.000776020443719387,6.022077290704342e-7,0.27151707549856435
0.51,5,9.968178801036866e-10,0.00016548914028694086,2.7386655552910793e-8,0.0727958825186115
0.51,6,1.7497632639044328e-11,0.00004406658762537692,1.941864144945022e-9,0.018021479705048797
0.52,2,0.008126919225650609,0.0812553427918386,0.006602430732219198,2.4617961339577743
0.52,3,0.000012634559908804892,0.005304553212857093,0.00002813828478803251,0.8980334092132365
0.52,4,8.169332964593449e-8,0.0007760304627628973,6.022232791359965e-7,0.2713057846688991
0.52,5,9.96461749022164e-10,0.0001655016311117784,2.7390789900659175e-8,0.07275889104594122
0.52,6,1.7494180423461232e-11,0.000044070125388254084,1.9421759517364374e-9,0.018015031447403355
0.53,2,0.008042033006323453,0.0809538137140541,0.006553519954849773,2.4542636817248544
0.53,3,0.000012608055172709792,0.005302624520037181,0.000028117826800499547,0.8968015389073949
0.53,4,8.163067181859593e-8,0.0007760405931540404,6.022390022228749e-7,0.2710906185660366
0.53,5,9.96098833737766e-10,0.0001655143586928555,2.7395002933507228e-8,0.07272120657592068
0.53,6,1.749066187564032e-11,0.000044073731310140825,1.9424937915984878e-9,0.018008461032194258
0.54,2,0.007956441981745426,0.08064743226027056,0.0065040083301749286,2.4466272421060795
0.54,3,0.00001258110278398206,0.005300657646416369,0.000028096971484512315,0.8955486744126175
0.54,4,8.156686994820956e-8,0.0007760508301435863,6.022548909665494e-7,0.27087158999175304
0.54,5,9.957291417565533e-10,0.0001655273226975861,2.7399294559430805e-8,0.07268283054490718
0.54,6,1.7487077035881743e-11,0.0000440774053601799,1.942817663285616e-9,0.018001768633612577
0.55,2,0.007870187703945946,0.08033624850748049,0.006453912824255661,2.4388887542352653
0.55,3,0.000012553705853417392,0.005298652515340537,0.000028075718478324596,0.8942749488750771
0.55,4,8.150192679312442e-8,0.0007760611688966383,6.022709378692166e-7,0.2706487119616673
0.55,5,9.9535268072286e-10,0.00016554052278715454,2.740366468464443e-8,0.07264376441451666
0.55,6,1.7483425945239358e-11,0.000044081147506929347,1.9431475655276635e-9,0.017994954428992856
0.56,2,0.007783311674393962,0.08002031340688473,0.006403250557736056,2.431050168727379
0.56,3,0.000012525867538385686,0.005296609049187389,0.00002805406741993374,0.8929804973296289
0.56,4,8.143584515953264e-8,0.0007760716044929032,6.022871353001893e-7,0.2704219977036161
0.56,5,9.949694584190308e-10,0.00016555395861652183,2.7408113213601022e-8,0.07260400967150751
0.56,6,1.7479708645519943e-11,0.00004408495771836271,1.943483497029828e-9,0.01798801859880333
0.5700000000000001,2,0.007695855311530091,0.07969967877717432,0.006352038797184771,2.4231134466435877
0.5700000000000001,3,0.000012497591042225013,0.005294527169391061,0.000028032017947420123,0.8916654566693588
0.5700000000000001,4,8.136862790126741e-8,0.0007760821319269638,6.023034754963012e-7,0.27019146065600647
0.5700000000000001,5,9.945794827651521e-10,0.0001655676298344314,2.7412640048991297e-8,0.07256356782766347
0.5700000000000001,6,1.7475925179282396e-11,0.000044088835961869134,1.943825456472605e-9,0.017980961326636163
0.5800000000000001,2,0.007607859918736479,0.07937439729744658,0.006300294946332895,2.4150805584632686
0.5800000000000001,3,0.000012468879613627736,0.005292406796467119,0.000028009569699291355,0.890329965614802
0.5800000000000001,4,8.130027791959755e-8,0.0007760927461085564,6.023199505623202e-7,0.26995711446614507
0.5800000000000001,5,9.941827618187804e-10,0.00016558153608341538,2.741724509174339e-8,0.07252244041967404
